"Date","Open","High","Low","Close","Adj Close","Volume","all_time_high","return_6_months","return_1_year","return_2_years","return_5_years"
"2000-02-15 00:00:00",139.25,141.21875,137.796875,141.078125,90.7857894897461,"11078300","",0.06244317501402373,-0.05407818412156839,-0.21434584298887135,-0.09472266633611987
"2000-02-16 00:00:00",140.375,140.9375,138.796875,139,89.44853973388672,"8845400","",0.07448560025294691,-0.03063151691642218,-0.1927340196119155,-0.07460373199056072
"2000-02-17 00:00:00",140.4375,140.4375,138.21875,138.28125,88.98599243164062,"7584200","",0.09142593709714314,-0.04707700179670516,-0.17514214341884288,-0.06364165283156824
"2000-02-18 00:00:00",138.875,138.875,134.625,135.3125,87.0755615234375,"9409200","",0.11165856841851447,-0.041180853554420645,-0.15878413425615043,-0.03362764834443863
"2000-02-22 00:00:00",135.1875,136.34375,133.53125,134.96875,86.85432434082031,"16415400","",0.12053939812915654,-0.05947750253202473,-0.15338079104581187,-0.037548806808050124
"2000-02-23 00:00:00",135.625,137.46875,134.5,136.5625,87.87995147705078,"12119000","",0.10562194141458672,-0.06904848948235988,-0.16700891019664627,-0.044049967526438326
"2000-02-24 00:00:00",136.6875,137.03125,133.09375,133.8125,86.11028289794922,"17375000","",0.13280303707558144,-0.05633479987457746,-0.13008079370250528,-0.02488693054722098
"2000-02-25 00:00:00",135.1875,136.71875,133.125,133.328125,85.79859924316406,"10559900","",0.1404511766799214,-0.03274637611181567,-0.11149172748496015,-0.020940984691698958
"2000-02-28 00:00:00",133.375,136.6875,132.71875,136.125,87.59841918945312,"13397800","",0.11655756551730144,-0.06137958664657673,-0.13252854542445805,-0.029111368525566773
"2000-02-29 00:00:00",136.0625,137.4375,135.75,137.4375,88.44303894042969,"8242500","",0.10966480987639667,-0.0886510531118389,-0.1306113674762599,-0.037913440919857364
"2000-03-01 00:00:00",137.625,139,137.21875,138.4375,89.0865249633789,"6868000","",0.1018762157172343,-0.0904893134210558,-0.13873913021509668,-0.04844105152898294
"2000-03-02 00:00:00",138.6875,139.125,137.34375,138.53125,89.14685821533203,"7600200","",0.09058956544466816,-0.09832620675129787,-0.13570222899996123,-0.059656693388603535
"2000-03-03 00:00:00",140.4375,141.71875,139.71875,141.125,90.81599426269531,"12770300","",0.08478696147683097,-0.10680741372615667,-0.1497746784667349,-0.07487931633846166
"2000-03-06 00:00:00",140.8125,141.34375,138.75,139.75,89.93116760253906,"11967100","",0.09658367393546598,-0.08832947697459452,-0.14192143887172282,-0.07232695972278332
"2000-03-07 00:00:00",140,140.15625,135.21875,137.046875,88.19164276123047,"20062000","",0.10927634564086283,-0.0637116542259129,-0.13343527008842546,-0.04813600641206701
"2000-03-08 00:00:00",136.46875,137.84375,135.03125,136.875,88.08104705810547,"11808500","",0.09805015331799792,-0.06150190745588616,-0.13354322003222358,-0.05480825007693834
"2000-03-09 00:00:00",137.25,140.875,136.125,140.875,90.65511322021484,"5500900","",0.07601200335253633,-0.11512136449137532,-0.15012438199288405,-0.08944293581057682
"2000-03-10 00:00:00",140.1875,142,139.53125,140.125,90.1724853515625,"7924600","",0.07437528174762723,-0.14846153950287874,-0.14542898741425733,-0.08272482614563831
"2000-03-13 00:00:00",136.6875,140.46875,135.6875,138.59375,89.18709564208984,"10540500","",0.08465969559615022,-0.12490826507017022,-0.130210520489813,-0.07534390066117584
"2000-03-14 00:00:00",139.28125,140.09375,136.15625,136.625,87.92013549804688,"8263900","",0.09224515587995281,-0.1298272420336644,-0.1342790458898002,-0.06550066349250096
"2000-03-15 00:00:00",136.875,140.4375,136.0625,139.8125,89.97135162353516,"10300800","",0.07015147050406077,-0.1494492579111274,-0.15364913537795546,-0.09608500155816403
"2000-03-16 00:00:00",141.625,146.84375,140.875,146.34375,94.17433166503906,"25601400","",0.02754062868763437,-0.2037075353433653,-0.1931752910694417,-0.13568768897417272
"2000-03-17 00:00:00",145.8125,148,145.4375,146.9375,94.7967300415039,"10272900",1,-0.0015385671551123093,-0.19284048373639467,-0.20843572942948108,-0.14033475686542435
"2000-03-20 00:00:00",146.875,147.34375,144.78125,146.1875,94.31288146972656,"12502300","",-0.005653151189092702,-0.210477165986964,-0.19975249515077848,-0.13467091869794134
"2000-03-21 00:00:00",145.53125,149.75,144.5,149.1875,96.24834442138672,"13612600",1,-0.016807706542359958,-0.23949600581445168,-0.21378589117181035,-0.15770939203737508
"2000-03-22 00:00:00",149.5625,150.84375,148.6875,150.09375,96.83299255371094,"8260000",1,-0.029962116574302082,-0.2517639721231185,-0.21887436383625902,-0.15094057765408922
"2000-03-23 00:00:00",149.15625,153.46875,149.15625,152.65625,98.48619079589844,"11654500",1,-0.06074701703073148,-0.24207884214018022,-0.23165059259657494,-0.1667472577970563
"2000-03-24 00:00:00",152.875,155.75,151.71875,153.5625,99.07084655761719,"11462900",1,-0.049317796105692126,-0.23694300389652576,-0.24038525071283826,-0.17538647593368992
"2000-03-27 00:00:00",153.375,153.78125,151.8125,151.9375,98.02251434326172,"8798600","",-0.045970709698399136,-0.21301716289538136,-0.23765203428049192,-0.16514794862736298
"2000-03-28 00:00:00",151.25,152.984375,150.59375,151.0625,97.45797729492188,"6334400","",-0.052709281938986746,-0.2303363265980962,-0.23642125903748956,-0.15631408519108952
"2000-03-29 00:00:00",151.5625,152.484375,149.65625,151.21875,97.55875396728516,"6747500","",-0.048703858328560994,-0.22819055055042844,-0.23707473265692366,-0.15426221225080883
"2000-03-30 00:00:00",150.15625,151.921875,147.125,148.6875,95.92572784423828,"9491900","",-0.020048313962334263,-0.20682680280409638,-0.22243407533354537,-0.13522294325451714
"2000-03-31 00:00:00",149.625,152.3125,148.4375,150.375,97.01438903808594,"9249100","",-0.0402332675625026,-0.23246258415664833,-0.2365378066935255,-0.1538192825186165
"2000-04-03 00:00:00",150.125,151.25,148.6875,151.25,97.57892608642578,"8508200","",-0.044332993350594395,-0.2623619561269802,-0.23235835561985996,-0.15807273962625876
"2000-04-04 00:00:00",151.75,153,141.390625,150.125,96.8531494140625,"19585500","",-0.04616598564948495,-0.2537379272794645,-0.24583709342202942,-0.14738234808506456
"2000-04-05 00:00:00",147.875,150.8125,147.625,149.1875,96.24834442138672,"8387200","",-0.032173293996423276,-0.2205957878834887,-0.2354024580786294,-0.15214392052039627
"2000-04-06 00:00:00",150.25,151.6875,149,150.484375,97.08503723144531,"6378500","",-0.037175415889660855,-0.23906584844319861,-0.24777452175341233,-0.17041499772497412
"2000-04-07 00:00:00",151.5625,152.125,150.5,151.4375,97.69989013671875,"6023600","",-0.06397110041450227,-0.23544533224215428,-0.2347286212723689,-0.1871711235291729
"2000-04-10 00:00:00",151.75,153.109375,150.3125,150.84375,97.31686401367188,"9624200","",-0.06736481691528591,-0.21843310768454996,-0.23334563650737453,-0.18146964811145233
"2000-04-11 00:00:00",150,151.625,148.375,150.40625,97.03458404541016,"9006400","",-0.08010242074606654,-0.21562183704279358,-0.2344506045791345,-0.1725646158274585
"2000-04-12 00:00:00",150.375,151.15625,146.15625,146.28125,94.37332153320312,"10779200","",-0.062103850538008196,-0.17885526730640194,-0.2099936942690607,-0.1610999458353881
"2000-04-13 00:00:00",147.46875,148.15625,143.78125,144.25,93.0628890991211,"12225800","",-0.07262595754905808,-0.17605121652108607,-0.21221199745301234,-0.1327659533303126
"2000-04-14 00:00:00",142.625,142.8125,133.5,136,87.74040222167969,"29604000","",0.016417731348111485,-0.11373258633897695,-0.1680366877066792,-0.08364678865178417
"2000-04-17 00:00:00",135.1875,140.75,134.6875,140.75,90.80490112304688,"23918200","",-0.01342213648485378,-0.10960672089853957,-0.20418728648510584,-0.10874930053654938
"2000-04-18 00:00:00",140.5625,144.46875,139.78125,144.46875,93.20404052734375,"11069200","",-0.06272793055914816,-0.12098287226065858,-0.2242471620210143,-0.14012527381135584
"2000-04-19 00:00:00",144.5,145.125,142.53125,143.125,92.33708953857422,"6553700","",-0.05743824552436472,-0.12085039445807902,-0.231841257982549,-0.1286617228548716
"2000-04-20 00:00:00",143.5625,143.9375,142.375,143.8125,92.78060150146484,"8537600","",-0.026570069959235876,-0.14093566294510645,-0.23928678533787565,-0.14369959425008216
"2000-04-24 00:00:00",141.5,143.3125,140.5,142.25,91.77261352539062,"12893100","",-0.011684188474014907,-0.13618958468079162,-0.2237344145144744,-0.1225443559717412
"2000-04-25 00:00:00",144.625,148.15625,144.4375,148.15625,95.58301544189453,"14102000","",-0.04684418590710583,-0.1597787305927712,-0.24555865991574088,-0.15279316188995803
"2000-04-26 00:00:00",147.96875,148.75,146,146.484375,94.50437927246094,"7711100","",-0.04239663941148044,-0.1463939501139835,-0.23988312470664522,-0.1416511892665771
"2000-04-27 00:00:00",143,147.34375,143,146,94.19190979003906,"15595300","",-0.06180332258700484,-0.1293017240834666,-0.24563600839208283,-0.13215626990029583
"2000-04-28 00:00:00",147,147.859375,145.0625,145.09375,93.60725402832031,"8743400","",-0.053346526164105665,-0.11773378899675531,-0.25581243902458906,-0.1270332676136924
"2000-05-01 00:00:00",146.5625,148.484375,145.84375,147.0625,94.87740325927734,"7328300","",-0.04829688484935916,-0.1268651537568519,-0.26835127472192916,-0.141432807020972
"2000-05-02 00:00:00",145.5,147.125,144.125,144.125,92.98225402832031,"9411900","",-0.020183928115746055,-0.11068146778181019,-0.2256644378565679,-0.11847158164558884
"2000-05-03 00:00:00",144,144,139.78125,140.75,90.80490112304688,"12630700","",0.020601278106667967,-0.10091799851789367,-0.21626191608455064,-0.10668124127246055
"2000-05-04 00:00:00",142,142.359375,140.75,141.8125,91.49034881591797,"5963600","",0.009522572172721361,-0.09247384655360574,-0.23678868508983164,-0.1085075221673969
"2000-05-05 00:00:00",141.0625,144,140.9375,143.53125,92.59917449951172,"7862400","",-0.0009251753231542901,-0.11108678727863745,-0.23059201910430605,-0.12887406352672812
"2000-05-08 00:00:00",142.75,143.375,141.84375,142.453125,91.90364837646484,"5064100","",0.0071870360231761675,-0.10478520039232957,-0.20788071055981677,-0.12402238254291156
"2000-05-09 00:00:00",143.0625,143.40625,140.265625,141.3125,91.16779327392578,"5620300","",0.02242746481142169,-0.10134988403324144,-0.2046018488570067,-0.10871083375977914
"2000-05-10 00:00:00",140.5,140.96875,137.75,138.125,89.111328125,"10293900","",0.04579520547945205,-0.07790393835616438,-0.18202157534246574,-0.08205231164383561
"2000-05-11 00:00:00",140.125,141.5,139.125,141.28125,91.14757537841797,"7091100","",-0.00023930904222394187,-0.10472696043616354,-0.19638249101544794,-0.09332383016675044
"2000-05-12 00:00:00",141.8125,143.46875,141.625,142.8125,92.135498046875,"5960800","",-0.014697114632989478,-0.112557947809543,-0.2136016045862735,-0.09927060948045376
"2000-05-15 00:00:00",142.75,145.609375,142,145.28125,93.72818756103516,"4441300","",-0.055000426938526796,-0.12360289556302202,-0.23401147776814282,-0.11583823091651939
"2000-05-16 00:00:00",146.5625,147.71875,145.3125,146.6875,94.63541412353516,"8192200","",-0.07133781192324799,-0.11154128412705105,-0.23967948218215449,-0.1194624047478675
"2000-05-17 00:00:00",145.6875,146.1875,144.46875,145.15625,93.6475830078125,"5907200","",-0.036880214844080966,-0.1007769229666263,-0.2234776989445501,-0.11225414222047263
"2000-05-18 00:00:00",145.625,146.3125,143.375,143.375,92.49833679199219,"4325600","",-0.021847679574844552,-0.08544572384130508,-0.2238982172629991,-0.1019012628070969
"2000-05-19 00:00:00",142.5625,143.234375,140.40625,141.125,91.04679107666016,"6518400","",-0.021829468433262653,-0.057186275655843104,-0.21580500909819558,-0.08269289829587424
"2000-05-22 00:00:00",141.25,141.46875,137,140.0625,90.361328125,"10839400","",-0.019677486355776506,-0.05126149964876257,-0.2157040284232141,-0.0741942646979358
"2000-05-23 00:00:00",140.4375,140.8125,137.5625,138,89.03070068359375,"7979200","",-0.019247637759918394,-0.053413310947782205,-0.2062074657961073,-0.06637435309619183
"2000-05-24 00:00:00",138,140.6875,136.5,140.25,90.48226928710938,"11081500","",-0.030055586603766775,-0.06586039502543574,-0.21733574531277877,-0.07350975050616829
"2000-05-25 00:00:00",140.6875,141.8125,137.71875,137.84375,88.9299087524414,"8278900","",-0.03670280445094512,-0.06077235495106004,-0.2248411384787574,-0.05530282927888893
"2000-05-26 00:00:00",138.8125,139.6875,137.328125,138,89.03070068359375,"4814000","",-0.018110135951775543,-0.06930560116379272,-0.22378938409341603,-0.06113870837929387
"2000-05-30 00:00:00",140,142.9375,139.46875,142.5,91.93388366699219,"5362700","",-0.040742963585433244,-0.11132047099251301,-0.24126125584836064,-0.09161948946212095
"2000-05-31 00:00:00",142.5625,144,142.09375,142.8125,92.135498046875,"6056500","",-0.05933365484237666,-0.10866555750463053,-0.25833378600746715,-0.09292789960968449
"2000-06-01 00:00:00",143.6875,145.4375,143,145.3125,93.74836730957031,"8961600","",-0.07724629969955532,-0.11857538860133143,-0.27193906208978574,-0.11016622522560207
"2000-06-02 00:00:00",148.9375,149.09375,147.484375,147.84375,95.38138580322266,"8962200","",-0.10090315585023599,-0.12949593215520705,-0.2816344712441676,-0.12124321969209466
"2000-06-05 00:00:00",147.46875,148.21875,146.875,147.125,94.91765594482422,"6998100","",-0.09693733975926624,-0.11521369543897712,-0.29051075845947694,-0.11900236370781334
"2000-06-06 00:00:00",146.625,147.78125,145.90625,146.46875,94.49429321289062,"4858900","",-0.08517324535127854,-0.11863262335578637,-0.28299851859698505,-0.11225745537786111
"2000-06-07 00:00:00",146.625,148,146,147.484375,95.14955139160156,"4919500","",-0.06166440095700241,-0.1215500982163891,-0.2950856043751797,-0.11632383809346185
"2000-06-08 00:00:00",147.5,147.75,146.0625,146.90625,94.77655792236328,"5723100","",-0.07304182964645028,-0.12627983957886918,-0.2933569291272092,-0.11115750522457019
"2000-06-09 00:00:00",147.5,147.96875,145.625,146.59375,94.57495880126953,"3085300","",-0.08381108328253119,-0.13062222892323885,-0.272855259896053,-0.10698267176793659
"2000-06-12 00:00:00",146.96875,146.96875,144.875,144.875,93.46609497070312,"3678900","",-0.07077422284999137,-0.12184301940413955,-0.2582212670727793,-0.09304013749972655
"2000-06-13 00:00:00",144.8125,147.75,144.625,147.59375,95.22010040283203,"6558700","",-0.05618984657016932,-0.14541408731521152,-0.2888798847563624,-0.10945349251151118
"2000-06-14 00:00:00",148.25,148.875,147.1875,147.84375,95.38138580322266,"6420500","",-0.06182151427603113,-0.1660006707818512,-0.2991536678353223,-0.11044647947112378
"2000-06-15 00:00:00",148.125,148.75,146.84375,148.15625,95.58301544189453,"5881200","",-0.07662374742152879,-0.1664189200461006,-0.3115675229203871,-0.11159213927364357
"2000-06-16 00:00:00",148.3125,148.3125,145.875,146.59375,94.79763793945312,"5567900","",-0.08083512725149203,-0.16358255999284044,-0.3022284503669766,-0.11683187775667034
"2000-06-19 00:00:00",146.46875,149.15625,146.25,148.46875,96.01012420654297,"5106900","",-0.11294119572903852,-0.17053633517290953,-0.32650397056190683,-0.13438754619965498
"2000-06-20 00:00:00",148.1875,148.875,147,147.9375,95.66661834716797,"6480000","",-0.09786075125117481,-0.1631829424728741,-0.32297699656637197,-0.13003812439614443
"2000-06-21 00:00:00",146.9375,148.4375,146.890625,147.875,95.62620544433594,"3115000","",-0.11586145688842069,-0.1533248422400721,-0.31083855822257656,-0.12236572793918071
"2000-06-22 00:00:00",147.5625,147.6875,145,145.625,94.17115783691406,"7490500","",-0.12820295738496382,-0.1469777453208657,-0.3034983953110384,-0.11117933579957616
"2000-06-23 00:00:00",145.8125,146.125,143.875,144.375,93.36285400390625,"4863300","",-0.11456105845951085,-0.14750708819035901,-0.3111692686661127,-0.10834700197495256
"2000-06-26 00:00:00",145.375,146.25,144.875,146.234375,94.565185546875,"5201300","",-0.09960194751884009,-0.1595212785183005,-0.3343659801233545,-0.11709881395883193
"2000-06-27 00:00:00",145.984375,146.71875,145.015625,145.15625,93.86804962158203,"4159500","",-0.08317277568699505,-0.15376650153984978,-0.32560936249463873,-0.10339763414769147
"2000-06-28 00:00:00",145.625,146.984375,145.3125,145.5625,94.13078308105469,"5347700","",-0.07903923760183046,-0.1514746014519477,-0.30073497050959197,-0.11339521847703542
"2000-06-29 00:00:00",144.75,145.75,143.515625,144.1875,93.24160766601562,"6345700","",-0.06742332525240227,-0.14022747379097783,-0.3028809222931254,-0.10141944876202034
"2000-06-30 00:00:00",143.9375,145.59375,143.890625,145.28125,93.94884490966797,"7420200","",-0.09196444747765217,-0.13605070885214735,-0.3255544088088554,-0.09799795567068319
"2000-07-03 00:00:00",145.4375,147.4375,145.1875,147.28125,95.2422103881836,"1436600","",-0.12051135623118579,-0.14798887531284077,-0.3589307704588433,-0.10569982810229143
"2000-07-05 00:00:00",146.375,146.65625,144.375,144.625,93.52450561523438,"2748200","",-0.06133616958237114,-0.14925988975436033,-0.341841672564642,-0.0868849260150799
"2000-07-06 00:00:00",144.9375,146.46875,144.21875,145.75,94.25200653076172,"5963200","",-0.07860715558023892,-0.17407276903242477,-0.3540943154409425,-0.09267319308012054
"2000-07-07 00:00:00",146.6875,148.78125,146.25,148.09375,95.76763916015625,"3034800","",-0.12279047223905824,-0.18270559960536806,-0.3609255431765704,-0.10353161166229143
"2000-07-10 00:00:00",147.875,148.90625,147.53125,147.84375,95.60595703125,"2816100","",-0.11450536833315458,-0.19117233504936135,-0.37218456174891856,-0.10252676824939606
"2000-07-11 00:00:00",147.46875,149.125,147.15625,148.15625,95.80809020996094,"5431600","",-0.11870653981387443,-0.19206007951419354,-0.37226390252145325,-0.10799268468145348
"2000-07-12 00:00:00",149.28125,150.125,148.6875,149.125,96.4344711303711,"5883000","",-0.10904726073289267,-0.17825404539718362,-0.3965481339625703,-0.1089337309854485
"2000-07-13 00:00:00",149.984375,150.375,149.1875,149.78125,96.85888671875,"5356000","",-0.11211227169841757,-0.17476649972021557,-0.42033685510946883,-0.10980956383874334
"2000-07-14 00:00:00",150.4375,151.25,149.671875,151.25,97.80867767333984,"5341900","",-0.12239661235014504,-0.19300866249468895,-0.44297463357779293,-0.1235959902898437
"2000-07-17 00:00:00",150.984375,151.984375,150.6875,151,97.64705657958984,"4208300","",-0.11532499739233264,-0.18410584746454647,-0.45732527945013574,-0.1162793841138951
"2000-07-18 00:00:00",150.625,150.625,149.34375,149.765625,96.84883117675781,"4262100","",-0.10394180950782919,-0.18298518138641598,-0.4202083318562773,-0.1115200915065735
"2000-07-19 00:00:00",149.46875,149.90625,148.25,148.5625,96.07075500488281,"8506800","",-0.08769478150973946,-0.16915331460319916,-0.4204799309667122,-0.10323386265101231
"2000-07-20 00:00:00",149,150.625,148.8125,150.625,97.40449523925781,"4538900","",-0.1052982524793213,-0.1854310040838092,-0.4175277406551671,-0.11228595405561932
"2000-07-21 00:00:00",149.75,149.75,147.6875,147.6875,95.50492858886719,"5656900","",-0.08143890464483926,-0.18559289958109995,-0.37700337161893466,-0.08892475184977307
"2000-07-24 00:00:00",148.125,148.859375,146.5625,146.84375,94.95932006835938,"5628500","",-0.06888502381551516,-0.18883216079562234,-0.3652571869957421,-0.08979514575493786
"2000-07-25 00:00:00",147.75,147.84375,146.78125,147.3125,95.26240539550781,"4757100","",-0.06907439024448846,-0.18248969224827918,-0.3657459086542828,-0.09335080537494332
"2000-07-26 00:00:00",146.96875,147.15625,145.640625,145.875,94.33283233642578,"12062500","",-0.062270100926102884,-0.16576923751938327,-0.3762180642430243,-0.0789373162111557
"2000-07-27 00:00:00",145.9375,146.625,144.6875,145.375,94.0094985961914,"7652600","",-0.060126295922589924,-0.15970044829525826,-0.3881025364930227,-0.07331716011012161
"2000-07-28 00:00:00",145.71875,145.90625,141.515625,142.09375,91.88755798339844,"6229500","",-0.033290916237500086,-0.14001087356688696,-0.3957560292417248,-0.05951924486830912
"2000-07-31 00:00:00",142.9375,144.125,142.0625,143,92.4736328125,"5265500","",-0.030978811131762644,-0.14192591453433728,-0.3793732195753646,-0.0718251184089637
"2000-08-01 00:00:00",143.625,144.71875,143.125,143.875,93.03950500488281,"3946600","",-0.04232425853682457,-0.14180343314740276,-0.3723911784574404,-0.079196718227675
"2000-08-02 00:00:00",143.875,145.40625,143.625,144.59375,93.50424194335938,"7439800","",-0.04075568213157734,-0.14257222791386404,-0.3553084877120916,-0.07824539719518647
"2000-08-03 00:00:00",142.875,145.8125,142.625,145.59375,94.15095520019531,"4607100","",-0.06896294931329663,-0.15311476291907153,-0.3573436006195508,-0.08502219592410519
"2000-08-04 00:00:00",146.3125,146.71875,145.40625,146.375,94.65613555908203,"3686600","",-0.06713061232944693,-0.16896357141815085,-0.36546485229151926,-0.08628942797274616
"2000-08-07 00:00:00",146.71875,148.4375,146.375,148.125,95.787841796875,"4159800","",-0.0808678287332387,-0.17557385426675876,-0.3843789346547826,-0.1026267086278218
"2000-08-08 00:00:00",147.5,148.8125,147.5,148.6875,96.15155029296875,"3658700","",-0.0890790251290668,-0.19392592552624913,-0.3643041818723113,-0.10050008029976888
"2000-08-09 00:00:00",149.140625,149.21875,147.375,147.4375,95.34326171875,"5383800","",-0.09206445281492141,-0.18469176828175332,-0.35001698830551614,-0.10466956745517585
"2000-08-10 00:00:00",147.53125,147.859375,146.28125,146.71875,94.87845611572266,"4193400","",-0.09638917428553072,-0.17787175830894228,-0.3487886168996573,-0.10035671698787761
"2000-08-11 00:00:00",146.625,148,145.5625,147.40625,95.32308959960938,"5089400","",-0.09030270714671494,-0.18150111075645733,-0.33666853740315095,-0.10462656716867075
"2000-08-14 00:00:00",147.78125,149.5625,147.0625,149.28125,96.5355453491211,"2966700","",-0.10907083928081854,-0.1921198485083545,-0.351934192921944,-0.113846188133871
"2000-08-15 00:00:00",149.34375,149.8125,148.5625,149.15625,96.45474243164062,"5564600","",-0.10967302710947725,-0.19842561401543807,-0.34204587915886364,-0.11310383154745464
"2000-08-16 00:00:00",149.3125,149.9375,147.84375,148.625,96.11116790771484,"5191600","",-0.09783017766326813,-0.19277088923239666,-0.33328030686764964,-0.11160491345771215
"2000-08-17 00:00:00",148.6875,150.4375,148.34375,150.1875,97.12162017822266,"5652200","",-0.1269009047578835,-0.21396119772897326,-0.3544119073757308,-0.12868708967256287
"2000-08-18 00:00:00",150.375,150.375,149.21875,149.6875,96.79829406738281,"4626400","",-0.13748773797549188,-0.20404048190248927,-0.3477360003266195,-0.12260172298094525
"2000-08-21 00:00:00",150.03125,150.71875,149.40625,150.5,97.32369232177734,"2380600","",-0.16065200470571228,-0.2218415508876282,-0.35874863235435106,-0.1332952505214829
"2000-08-22 00:00:00",150.5625,151.3125,150.09375,150.25,97.16200256347656,"3075300","",-0.15798386804214895,-0.21247080340517138,-0.37173403706163494,-0.12516746866838085
